"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","GEAR_ACTIVITY","LATITUDE","LONGITUDE","TIMESTAMP","CLAMS_COMMENTS"
175,201701,685,"97","CH-F02","3m Beam Trawl","Standard bottom sample","68.4993666667","-167.083118333","09232017 19:40:00.235",""
175,201701,686,"97","CH-F02","Nordic","Surface trawl at pre-determined station","68.49553","-167.107205","09232017 20:32:09.163","BUOYS ON KITE WOUND UP"
175,201701,687,"","","Seabird Survey","Seabird Survey Start","68.5004666667","-167.095583333","09232017 21:58:10.237",""
175,201701,688,"","","Seabird Survey","Seabird Survey End","68.5026666667","-167.760925","09232017 23:51:03.130",""
175,201701,689,"0","","Marinovich","Opportunistic off-bottom sample","68.5140116667","-167.773055","09242017 00:22:02.007","between ch f02 and ch f01, very little scattering in the water during the tow, but consistent sign down the line.  spent some time at bottom and got a few swaths, oblique back up."
175,201701,690,"","","Seabird Survey","Seabird Survey Start","68.5015166667","-167.74869","09242017 01:37:45.843",""
175,201701,691,"","","Seabird Survey","Seabird Survey End","68.499365","-168.505253333","09242017 03:39:44.112",""
175,201701,692,"98","CH-F01","Juday","Vertical Plankton  Tow","68.4962066667","-168.509576667","09242017 03:45:19.050",""
175,201701,693,"98","CH-F01","CTD","Oceanography","68.4935766667","-168.516098333","09242017 03:52:19.423","CH-F01, CTD FAIL"
175,201701,694,"98","CH-F01","Benthic Grab","Benthic grab","68.490785","-168.52306","09242017 03:59:59.269","CH-F01"
175,201701,695,"98","CH-F01","CTD","Oceanography","68.4855916667","-168.535395","09242017 04:13:22.179","CH-F01, CTD FAIL"
175,201701,696,"98","CH-F01","Bongo","Oblique tow","68.4812133333","-168.53783","09242017 04:21:05.822",""
175,201701,697,"98","CH-F01","3m Beam Trawl","Standard bottom sample","68.4698316667","-168.552101667","09242017 04:36:44.236",""
175,201701,698,"99","CH-E03","Juday","Vertical Plankton  Tow","67.99835","-165.799803333","09242017 16:00:47.114","CH-H03"
175,201701,699,"99","CH-E03","Benthic Grab","Benthic grab","67.9935283333","-165.802966667","09242017 16:17:07.258","ch-h03, first one unsuccessful, did second attempt"
175,201701,700,"99","CH-E03","Bongo","Oblique tow","67.991865","-165.797433333","09242017 16:24:08.580","ch-h03"
175,201701,701,"99","CH-E03","CTD","Oceanography","67.9890533333","-165.793645","09242017 16:35:41.715","CH-H03, FAIL"
175,201701,702,"99","CH-E03","3m Beam Trawl","Standard bottom sample","67.9886733333","-165.785403333","09242017 16:46:03.392",""
175,201701,703,"99","CH-E03","Nordic","Surface trawl at pre-determined station","67.95019","-165.799878333","09242017 17:41:52.741","INCREASED SPEED IN WATER 15MIN IN TO INCREASE SPREAD"
175,201701,704,"","","Seabird Survey","Seabird Survey Start","68.000875","-165.809475","09242017 19:31:39.255",""
175,201701,705,"","","Seabird Survey","Seabird Survey End","67.9994083333","-166.265483333","09242017 20:45:34.096",""
175,201701,706,"","","Seabird Survey","Seabird Survey Start","67.99944","-166.26728","09242017 20:45:53.132",""
175,201701,707,"","","Seabird Survey","Seabird Survey End","68.0016783333","-166.7337","09242017 22:04:50.419",""
175,201701,708,"0","","Marinovich","Opportunistic off-bottom sample","68.0138083333","-166.633396667","09242017 23:01:30.692",""
175,201701,709,"","","Seabird Survey","Seabird Survey Start","68.0012633333","-166.708155","09252017 00:02:00.363",""
175,201701,710,"","","Seabird Survey","Seabird Survey End","67.9997233333","-167.203181667","09252017 01:30:32.883",""
175,201701,711,"100","CH-E02","Nordic","Surface trawl at pre-determined station","67.98759","-167.170486667","09252017 02:18:20.224",""
175,201701,712,"100","CH-E02","Juday","Vertical Plankton  Tow","67.9943166667","-167.185495","09252017 04:22:30.291",""
175,201701,713,"100","CH-E02","Bongo","Oblique tow","67.9915583333","-167.178603333","09252017 04:29:42.104",""
175,201701,714,"100","CH-E02","CTD","Oceanography","67.9826733333","-167.169625","09252017 04:52:47.143","FAIL"
175,201701,715,"100","CH-E02","3m Beam Trawl","Standard bottom sample","67.9751783333","-167.174678333","09252017 05:04:38.704",""
175,201701,716,"100","CH-E02","3m Beam Trawl","Standard bottom sample","67.9670466667","-167.164573333","09252017 05:27:29.298",""
175,201701,717,"101","CH-E01","Juday","Vertical Plankton  Tow","67.99835","-168.498698333","09252017 10:14:40.777","CH E01"
175,201701,718,"101","CH-E01","Juday","Vertical Plankton  Tow","67.9896566667","-168.495608333","09252017 10:31:11.400",""
175,201701,719,"101","CH-E01","Bongo","Oblique tow","67.9867866667","-168.483111667","09252017 10:41:59.430",""
175,201701,720,"101","CH-E01","3m Beam Trawl","Standard bottom sample","67.988215","-168.463376667","09252017 10:58:34.816",""
175,201701,721,"102","CH-D02","Juday","Vertical Plankton  Tow","67.498525","-167.19912","09252017 16:36:35.640",""
175,201701,722,"102","CH-D02","Bongo","Oblique tow","67.4953833333","-167.189675","09252017 16:46:00.689",""
175,201701,723,"102","CH-D02","3m Beam Trawl","Standard bottom sample","67.4896016667","-167.172021667","09252017 17:04:45.632",""
175,201701,724,"102","CH-D02","CTD","Oceanography","67.479065","-167.158646667","09252017 17:31:24.544",""
175,201701,725,"","","Seabird Survey","Seabird Survey Start","67.5","-167.192371667","09252017 17:59:57.756",""
175,201701,726,"","","Seabird Survey","Seabird Survey End","67.5015716667","-166.584406667","09252017 19:51:26.594",""
175,201701,727,"","","Seabird Survey","Seabird Survey Start","67.50159","-166.582781667","09252017 19:51:44.896",""
175,201701,728,"","","Seabird Survey","Seabird Survey End","67.499555","-165.898623333","09252017 21:59:16.309",""
175,201701,729,"103","CH-D03","Juday","Vertical Plankton  Tow","67.49602","-165.894451667","09252017 22:06:30.230",""
175,201701,730,"103","CH-D03","CTD","Oceanography","67.4878066667","-165.892211667","09252017 22:22:44.601",""
175,201701,731,"103","CH-D03","Bongo","Oblique tow","67.4824966667","-165.885828333","09252017 22:33:49.567",""
175,201701,732,"103","CH-D03","3m Beam Trawl","Standard bottom sample","67.4824783333","-165.875201667","09252017 22:47:44.761",""
175,201701,733,"103","CH-D03","Nordic","Surface trawl at pre-determined station","67.48567","-165.917138333","09252017 23:30:52.430",""
175,201701,734,"","","Seabird Survey","Seabird Survey Start","67.4996633333","-165.894886667","09262017 01:02:55.227",""
175,201701,735,"","","Seabird Survey","Seabird Survey End","67.5003933333","-165.588108333","09262017 02:01:23.329",""
175,201701,736,"0","","Marinovich","Opportunistic off-bottom sample","67.488635","-165.565291667","09262017 02:49:16.359","In 35kts and possibly a strange current keeping the port door from going down.  tried to go with it as we have been, fs70 lopsided.  never called an EQ but sat trying to play with wire and speed for 20 min, let tow to 30 all pocket nets empty. post recovery inserted HR depth of 20 m to stream, set EQ loc to DO."
175,201701,737,"","","Seabird Survey","Seabird Survey Start","67.5000183333","-165.590241667","09262017 03:42:14.661",""
175,201701,738,"","","Seabird Survey","Seabird Survey End","67.500925","-165.333248333","09262017 04:31:40.331",""
175,201701,739,"104","CH-D04","Juday","Vertical Plankton  Tow","67.4983716667","-164.582955","09262017 06:55:04.161",""
175,201701,740,"104","CH-D04","CTD","Oceanography","67.49301","-164.581081667","09262017 07:06:35.002",""
175,201701,741,"104","CH-D04","Bongo","Oblique tow","67.488915","-164.573903333","09262017 07:16:08.227",""
175,201701,742,"104","CH-D04","3m Beam Trawl","Standard bottom sample","67.4887533333","-164.574166667","09262017 07:29:35.152",""
175,201701,743,"105","CH-C04","Juday","Vertical Plankton  Tow","67.0010433333","-164.697666667","09262017 16:04:12.225",""
175,201701,744,"105","CH-C04","CTD","Oceanography","66.997435","-164.699641667","09262017 16:13:41.780",""
175,201701,745,"105","CH-C04","Bongo","Oblique tow","66.9936816667","-164.695366667","09262017 16:22:33.366",""
175,201701,746,"105","CH-C04","3m Beam Trawl","Standard bottom sample","66.986395","-164.689315","09262017 16:35:55.042",""
175,201701,747,"105","CH-C04","Nordic","Surface trawl at pre-determined station","66.9337733333","-164.748335","09262017 17:58:15.516",""
175,201701,748,"","","Seabird Survey","Seabird Survey Start","66.9497283333","-164.768016667","09262017 19:14:50.871",""
175,201701,749,"","","Seabird Survey","Seabird Survey End","67.00189","-165.325041667","09262017 21:24:12.551",""
175,201701,750,"","","Seabird Survey","Seabird Survey Start","67.0019133333","-165.328495","09262017 21:24:45.232",""
175,201701,751,"106","CH-C03","Juday","Vertical Plankton  Tow","66.9993466667","-165.899895","09262017 23:00:30.602",""
175,201701,752,"","","Seabird Survey","Seabird Survey End","66.9993583333","-165.900383333","09262017 22:58:31.730",""
175,201701,753,"106","CH-C03","CTD","Oceanography","66.9998166667","-165.899051667","09262017 23:08:34.109",""
175,201701,754,"106","CH-C03","Bongo","Oblique tow","67.000055","-165.895851667","09262017 23:16:18.798",""
175,201701,755,"106","CH-C03","3m Beam Trawl","Standard bottom sample","67.0036483333","-165.89165","09262017 23:27:30.617",""
175,201701,756,"106","CH-C03","Nordic","Surface trawl at pre-determined station","67.0306966667","-165.888086667","09272017 00:42:52.627",""
175,201701,757,"","","Seabird Survey","Seabird Survey Start","67.0004766667","-165.920056667","09272017 01:53:15.519",""
175,201701,758,"","","Seabird Survey","Seabird Survey End","67.0013516667","-166.208018333","09272017 02:44:22.436",""
175,201701,759,"0","","Marinovich","Opportunistic off-bottom sample","67.0064366667","-166.168881667","09272017 03:06:31.660","en route to ch-c02, last chance to fish"
175,201701,760,"","","Seabird Survey","Seabird Survey Start","67.001035","-166.667711667","09272017 05:25:42.868",""
175,201701,761,"","","Seabird Survey","Seabird Survey End","67.001035","-166.669011667","09272017 05:25:57.950",""
175,201701,762,"107","CH-C02","Juday","Vertical Plankton  Tow","66.9975583333","-167.165165","09272017 07:15:00.235",""
175,201701,763,"107","CH-C02","CTD","Oceanography","66.9973816667","-167.164043333","09272017 07:23:02.453",""
175,201701,764,"107","CH-C02","Bongo","Oblique tow","66.999145","-167.158668333","09272017 07:35:08.895",""
175,201701,765,"107","CH-C02","3m Beam Trawl","Standard bottom sample","67.0034266667","-167.145021667","09272017 07:48:43.899",""
175,201701,766,"","","Seabird Survey","Seabird Survey Start","66.3383916667","-168.206701667","09272017 17:18:28.244",""
175,201701,767,"","","Seabird Survey","Seabird Survey End","65.671875","-168.176363333","09272017 22:06:24.749",""
175,201701,768,"","","Seabird Survey","Seabird Survey Start","65.6708066667","-168.176298333","09272017 22:06:51.961",""
175,201701,769,"","","Seabird Survey","Seabird Survey End","65.423935","-167.89147","09282017 00:03:03.937",""
175,201701,770,"","","Seabird Survey","Seabird Survey Start","65.4229666667","-167.890113333","09282017 00:03:31.373",""
175,201701,771,"","","Seabird Survey","Seabird Survey End","65.1751266667","-167.529101667","09282017 02:01:59.552",""
175,201701,772,"","","Seabird Survey","Seabird Survey Start","65.1744416667","-167.52806","09282017 02:02:22.185",""
175,201701,773,"","","Seabird Survey","Seabird Survey End","64.90733","-167.051266667","09282017 04:36:09.975",""
